日期,收盘,开盘,高,低,交易量,涨跌幅
2021年8月9日,"3,371.00","3,371.00","3,371.00","3,371.00",-,0.00%
2021年8月10日,"3,375.00","3,375.00","3,375.00","3,375.00",-,0.12%
2021年8月11日,"3,410.00","3,410.00","3,410.00","3,410.00",-,1.04%
2021年8月12日,"3,503.00","3,503.00","3,503.00","3,503.00",-,2.73%
2021年8月13日,"3,566.00","3,566.00","3,566.00","3,566.00",-,1.80%
2021年8月16日,"3,606.00","3,606.00","3,606.00","3,606.00",-,1.12%
2021年8月17日,"3,657.00","3,657.00","3,657.00","3,657.00",-,1.41%
2021年8月18日,"3,833.00","3,833.00","3,833.00","3,833.00",-,4.81%
2021年8月19日,"3,976.00","3,976.00","3,976.00","3,976.00",-,3.73%
2021年8月20日,"4,092.00","4,092.00","4,092.00","4,092.00",-,2.92%
2021年8月23日,"4,147.00","4,147.00","4,147.00","4,147.00",-,1.34%
2021年8月24日,"4,201.00","4,201.00","4,201.00","4,201.00",-,1.30%
2021年8月25日,"4,193.00","4,193.00","4,193.00","4,193.00",-,-0.19%
2021年8月26日,"4,195.00","4,195.00","4,195.00","4,195.00",-,0.05%
2021年8月27日,"4,235.00","4,235.00","4,235.00","4,235.00",-,0.95%
2021年8月31日,"4,132.00","4,132.00","4,132.00","4,132.00",-,-2.43%
2021年9月1日,"4,013.00","4,013.00","4,013.00","4,013.00",-,-2.88%
2021年9月2日,"4,001.00","4,001.00","4,001.00","4,001.00",-,-0.30%
2021年9月3日,"3,944.00","3,944.00","3,944.00","3,944.00",-,-1.42%
2021年9月6日,"3,822.00","3,822.00","3,822.00","3,822.00",-,-3.09%
2021年9月7日,"3,707.00","3,707.00","3,707.00","3,707.00",-,-3.01%
2021年9月8日,"3,618.00","3,618.00","3,618.00","3,618.00",-,-2.40%
2021年9月9日,"3,643.00","3,643.00","3,643.00","3,643.00",-,0.69%
2021年9月10日,"3,864.00","3,864.00","3,864.00","3,864.00",-,6.07%
2021年9月13日,"4,163.00","4,163.00","4,163.00","4,163.00",-,7.74%
2021年9月14日,"4,221.00","4,221.00","4,221.00","4,221.00",-,1.39%
2021年9月15日,"4,233.00","4,233.00","4,233.00","4,233.00",-,0.28%
2021年9月16日,"4,215.00","4,215.00","4,215.00","4,215.00",-,-0.43%
2021年9月17日,"4,275.00","4,275.00","4,275.00","4,275.00",-,1.42%
2021年9月20日,"4,304.00","4,304.00","4,304.00","4,304.00",-,0.68%
2021年9月21日,"4,410.00","4,410.00","4,410.00","4,410.00",-,2.46%
2021年9月22日,"4,560.00","4,560.00","4,560.00","4,560.00",-,3.40%
2021年9月23日,"4,651.00","4,651.00","4,651.00","4,651.00",-,2.00%
2021年9月24日,"4,644.00","4,644.00","4,644.00","4,644.00",-,-0.15%
2021年9月27日,"4,717.00","4,717.00","4,717.00","4,717.00",-,1.57%
2021年9月28日,"4,962.00","4,962.00","4,962.00","4,962.00",-,5.19%
2021年9月29日,"5,197.00","5,197.00","5,197.00","5,197.00",-,4.74%
2021年9月30日,"5,167.00","5,167.00","5,167.00","5,167.00",-,-0.58%
2021年10月1日,"5,202.00","5,202.00","5,202.00","5,202.00",-,0.68%
2021年10月4日,"5,267.00","5,267.00","5,267.00","5,267.00",-,1.25%
2021年10月5日,"5,409.00","5,409.00","5,409.00","5,409.00",-,2.70%
2021年10月6日,"5,647.00","5,647.00","5,647.00","5,647.00",-,4.40%
2021年10月7日,"5,650.00","5,650.00","5,650.00","5,650.00",-,0.05%
2021年10月8日,"5,526.00","5,526.00","5,526.00","5,526.00",-,-2.19%
2021年10月11日,"5,488.00","5,488.00","5,488.00","5,488.00",-,-0.69%
2021年10月12日,"5,378.00","5,378.00","5,378.00","5,378.00",-,-2.00%
2021年10月13日,"5,206.00","5,206.00","5,206.00","5,206.00",-,-3.20%
2021年10月14日,"5,062.00","5,062.00","5,062.00","5,062.00",-,-2.77%
2021年10月15日,"4,854.00","4,854.00","4,854.00","4,854.00",-,-4.11%
2021年10月18日,"4,732.00","4,732.00","4,732.00","4,732.00",-,-2.51%
2021年10月19日,"4,714.00","4,714.00","4,714.00","4,714.00",-,-0.38%
2021年10月20日,"4,751.00","4,751.00","4,751.00","4,751.00",-,0.78%
2021年10月21日,"4,653.00","4,653.00","4,653.00","4,653.00",-,-2.06%
2021年10月22日,"4,410.00","4,410.00","4,410.00","4,410.00",-,-5.22%
2021年10月25日,"4,257.00","4,257.00","4,257.00","4,257.00",-,-3.47%
2021年10月26日,"4,056.00","4,056.00","4,056.00","4,056.00",-,-4.72%
2021年10月27日,"3,808.00","3,808.00","3,808.00","3,808.00",-,-6.11%
2021年10月28日,"3,630.00","3,630.00","3,630.00","3,630.00",-,-4.67%
2021年10月29日,"3,519.00","3,519.00","3,519.00","3,519.00",-,-3.06%
2021年11月1日,"3,428.00","3,428.00","3,428.00","3,428.00",-,-2.59%
2021年11月2日,"3,187.00","3,187.00","3,187.00","3,187.00",-,-7.03%
2021年11月3日,"2,892.00","2,892.00","2,892.00","2,892.00",-,-9.26%
2021年11月4日,"2,769.00","2,769.00","2,769.00","2,769.00",-,-4.25%
2021年11月5日,"2,715.00","2,715.00","2,715.00","2,715.00",-,-1.95%
2021年11月8日,"2,718.00","2,718.00","2,718.00","2,718.00",-,0.11%
2021年11月9日,"2,805.00","2,805.00","2,805.00","2,805.00",-,3.20%
2021年11月10日,"2,861.00","2,861.00","2,861.00","2,861.00",-,2.00%
2021年11月11日,"2,844.00","2,844.00","2,844.00","2,844.00",-,-0.59%
2021年11月12日,"2,807.00","2,807.00","2,807.00","2,807.00",-,-1.30%
2021年11月15日,"2,759.00","2,759.00","2,759.00","2,759.00",-,-1.71%
2021年11月16日,"2,591.00","2,591.00","2,591.00","2,591.00",-,-6.09%
2021年11月17日,"2,430.00","2,430.00","2,430.00","2,430.00",-,-6.21%
2021年11月18日,"2,454.00","2,454.00","2,454.00","2,454.00",-,0.99%
2021年11月19日,"2,552.00","2,552.00","2,552.00","2,552.00",-,3.99%
2021年11月22日,"2,645.00","2,645.00","2,645.00","2,645.00",-,3.64%
2021年11月23日,"2,715.00","2,715.00","2,715.00","2,715.00",-,2.65%
2021年11月24日,"2,654.00","2,654.00","2,654.00","2,654.00",-,-2.25%
2021年11月25日,"2,678.00","2,678.00","2,678.00","2,678.00",-,0.90%
2021年11月26日,"2,767.00","2,767.00","2,767.00","2,767.00",-,3.32%
